Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,JOLIFFE ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-23A [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,261436.3955,4135.446,,91454.5728,,,,47104.38,15508.99,26352.848,542.1206,,25983.695,29154.9801,654.6315,29600,,,,28400,,,,,,,,,,,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,44,,,14,39,,46,,,,,,42,231,11,126,3.34,,,,,,,,,,,,,769,22.36,44.62,5.39,20.37,3.54,1.14,2.53,0.34,1.89,0.35,1.01,0.14,0.87,0.14,2.54,0.27,,,,,,,,,,,5.54,1.3,0.51103,,,,,,,,,,,,,,,,,,,,,,,,231594
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,JOLIFFE ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-23B [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,292848.0275,3356.304,,88914.168,,,,42129.66,11292.26,17608.768,387.229,,8965.62,36647.7358,741.9157,27500,,,,7500,,,,,,,,,,600,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,32,,,15,26,,65,,,,,,19,352,13,150,4.17,,,,,,,,,,,,,524,41.73,78.03,9,30.83,4.86,1.42,3.28,0.42,2.34,0.39,1.14,0.15,0.94,0.15,2.96,0.35,,,,,,,,,,,8.41,1.94,0.51088,,,,,,,,,,,,,,,,,,,,,,,,231595
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,JOLIFFE ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-24 [8924],"GABBRO, HORNBLENDE [8924]",2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [8924] ,231286.838,11267.592,,66315.1503,,,,124989.84,56604.24,30152,1858.6992,,747.135,22700.8242,698.2736,24700,,,,1300,,,,,,,,,,400,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,17,,,47,11,,105,,,,,,0,257,32,88,3.43,,,,,,,,,,,,,0,16.64,36.88,4.89,24.23,5.95,1.7,5.56,0.96,6.15,1.32,3.82,0.55,3.5,0.52,2.35,0.23,,,,,,,,,,,2.16,0.42,0.5118,,,,,,,,,,,,,,,,,,,,,,,,231596
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,JOLIFFE ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-25 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VEIN,,,,,WHOLE_ROCK [8924] ,225163.4395,7971.222,,71819.3607,,,,102603.6,64465.94,43237.968,2245.9282,,8550.545,22404.0814,480.0631,22000,,,,,,,,,,,,,,1200,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,100,,,47,78,,109,,,,,,20,233,22,75,4.05,,,,,,,,,,,,,199,5.56,13.9,2.08,10.41,3.03,1.06,3.74,0.65,4.26,0.91,2.57,0.36,2.39,0.37,2.23,0.27,,,,,,,,,,,0.56,0.12,,,,,,,,,,,,,,,,,,,,,,,,,231597
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,WEST MIRAGE ISLANDS,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-34 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [8924] ,222732.7775,7611.618,,87379.3401,,,,88379.01,66467.1,38051.824,1471.4702,,4565.825,20030.139,480.0631,25700,,,,8300,,,,,,,,,,400,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,205,,,38,106,,106,,,,,,10,170,22,72,3.78,,,,,,,,,,,,,54,2.41,7.42,1.17,9.77,2.99,0.75,2.27,0.42,2.82,0.62,1.81,0.28,1.76,0.26,0.96,0.26,,,,,,,,,,,0.14,0.19,0.51259,,,,,,,,,,,,,,,,,,,,,,,,231598
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,WEST MIRAGE ISLANDS,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-35 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,275646.4195,3715.908,,77270.646,,,,57287.01,42310.24,36001.488,929.3496,,3901.705,18917.3535,610.9894,30300,,,,1700,,,,,,,,,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,145,,,24,113,,78,,,,,,4,145,14,116,5.88,,,,,,,,,,,,,105,19.7,38.6,4.52,20.86,4.05,1.02,2.68,0.4,2.41,0.47,1.35,0.2,1.22,0.19,2.97,0.47,,,,,,,,,,,6.81,1.87,0.51115,,,,,,,,,,,,,,,,,,,,,,,,231599
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,WEST MIRAGE ISLANDS,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-36 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,269709.995,6173.202,,83621.658,,,,55887.87,38951.15,27317.712,774.458,,10127.83,27597.0804,1178.3367,20700,,,,300,,,,,,,,,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,82,,,24,45,,91,,,,,,29,239,21,169,10.59,,,,,,,,,,,,,313,31.53,63.17,7.56,29.28,5.4,1.41,4.35,0.61,3.6,0.71,1.94,0.26,1.68,0.25,4.11,0.67,,,,,,,,,,,7.5,1.99,0.51112,,,,,,,,,,,,,,,,,,,,,,,,231600
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,WEST MIRAGE ISLANDS,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-37 [8924],"GABBRO, HORNBLENDE [8924]",2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [8924] ,206466.0395,10728.186,,71713.5105,,,,149319.33,73899.98,35880.88,2478.2656,,4565.825,9940.8838,741.9157,13000,,,,,,,,,,,,,,400,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,78,,,52,64,,155,,,,,,2,58,38,120,6.12,,,,,,,,,,,,,27,8.49,21.56,3.24,15.61,4.63,1.32,5.6,1.04,7.03,1.56,4.7,0.69,4.42,0.65,2.66,0.43,,,,,,,,,,,1.18,0.28,,,,,,,,,,,,,,,,,,,,,,,,,231601
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,WEST MIRAGE ISLANDS,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-38 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,280507.7435,3296.37,,85579.8867,,,,39953.22,32804.73,26292.544,774.458,,3154.57,47923.9622,480.0631,14400,,,,1600,,,,,,,,,,1200,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,1061,,,49,267,,100,,,,,,5,199,9,70,3.52,,,,,,,,,,,,,98,14.15,28.77,3.49,17.48,3.25,0.76,2.02,0.29,1.71,0.33,0.97,0.14,0.88,0.15,1.82,0.26,,,,,,,,,,,3.31,0.81,0.51108,,,,,,,,,,,,,,,,,,,,,,,,231602
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,AM ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-39 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,228388.741,5753.664,,96006.1314,,,,88379.01,45883.74,32684.768,1316.5786,,2324.42,28190.566,1091.0525,29900,,,,2100,,,,,,,,,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,79,,,44,159,,96,,,,,,0,423,20,106,5.62,,,,,,,,,,,,,53,30.36,61.29,7.52,30.55,5.68,1.53,4.37,0.65,4,0.8,2.27,0.32,2.06,0.31,2.61,0.35,,,,,,,,,,,5.55,1.11,0.5112,,,,,,,,,,,,,,,,,,,,,,,,231603
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / GIANT SECTION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GS-14 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,343938.673,659.274,,62610.3933,,,,15390.54,13722.24,10915.024,232.3374,,24157.365,1854.6425,305.4947,18300,,,,27000,,,,,,,,,,1200,45300,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,40,,,,,,86,23,47,220,14.58,,,,,,,,,,,,,380,57.07,,14.08,35.3,7.49,1.5,8.17,1.19,6.68,1.34,3.7,0.62,3.75,0.58,6.8,,,,,,,,,,,,19.07,3.52,0.51138,,,,,,,,,,,,,,,,,,,,,,,,231604
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / GIANT SECTION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GS-15 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,249984.238,6892.41,,69226.0308,,,,65681.85,29231.23,41187.632,851.9038,,2407.435,26632.6663,1789.3261,36100,,,,30000,,,,,,,,,,,66100,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,160,240,,,29,130,17,110,,,,,,5,90,30,210,4.9,,,,,,,,,,,,,50,32.32,71.08,8.69,21,4.71,1.56,5.25,0.75,3.83,0.76,2.09,0.35,2.2,0.35,4.6,,,,,,,,,,,,6.45,1.36,0.51138,,,,,,,,,,,,,,,,,,,,,,,,231605
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / GIANT SECTION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GS-16 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,322997.585,1078.812,,59487.8124,,,,25262.25,21226.59,13266.88,464.6748,,26647.815,9199.0268,305.4947,16800,,,,42000,,,,,,,,,,,58800,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,37,35,,,6,25,7,37,,,,,,91,31,28,120,6.43,,,,,,,,,,,,,460,26.03,52.84,6.06,13.74,3.29,0.71,3.93,0.62,3.65,0.75,2.18,0.37,2.3,0.36,4,,,,,,,,,,,,19.09,5.67,0.51157,,,,,,,,,,,,,,,,,,,,,,,,231606
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / GIANT SECTION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GS-17 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,215861.483,7791.42,,73989.2898,,,,94597.41,69897.66,35458.752,1703.8076,,166.03,13946.9116,567.3473,35200,,,,33000,,,,,,,,,,,68200,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,320,260,,,44,88,69,120,,,,,,3,180,30,88,3.55,,,,,,,,,,,,,50,6.26,15.33,2.2,10.64,3.25,1.12,3.75,0.66,4.6,0.99,2.8,0.44,2.51,0.38,1.4,,,,,,,,,,,,0.8,0.18,0.5125,,,,,,,,,,,,,,,,,,,,,,,,231607
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / GIANT SECTION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GS-24 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,230585.6855,7611.618,,74306.8404,,,,91721.4,52959.27,34011.456,1471.4702,,664.12,20252.6961,567.3473,64000,,,,,,,,,,,,,,,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,196,,,45,75,,119,,,,,,0,137,26,84,4.52,,,,,,,,,,,,,22,7.15,15.43,2.58,10.68,3.26,1.22,4.18,0.73,5.13,1.1,3.45,0.48,3.2,0.48,2.2,0.34,,,,,,,,,,,0.95,0.2,0.51249,,,,,,,,,,,,,,,,,,,,,,,,231608
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / GIANT SECTION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GS-25 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,325474.9905,899.01,,59223.1869,,,,27360.96,19296.9,11940.192,542.1206,,24240.38,8753.9126,87.2842,56000,,,,,,,,,,,,,,,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21,,,9,21,,35,,,,,,89,37,25,113,6.65,,,,,,,,,,,,,397,22.75,48.01,5.32,7.77,1.93,0.58,3.56,0.55,3.49,0.7,2.17,0.32,2.34,0.39,4.12,0.87,,,,,,,,,,,17.28,5.28,0.51176,,,,,,,,,,,,,,,,,,,,,,,,231609
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / CLAN LAKE SUITE,CLAN LAKE,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-CL-1 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,191788.5805,8330.826,,93942.0525,,,,117605.49,64680.35,39076.992,2091.0366,,2075.375,14021.0973,261.8526,36500,,,,24500,,,,,,,,,,400,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,225,,,50,183,,137,,,,,,0,277,23,64,2.68,,,,,,,,,,,,,0,3.98,10,1.53,7.77,2.74,0.88,3.4,0.62,4.25,0.93,2.78,0.4,2.64,0.4,1.29,0.21,,,,,,,,,,,0.74,0.16,0.51286,,,,,,,,,,,,,,,,,,,,,,,,231610
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / CLAN LAKE SUITE,CLAN LAKE,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-CL-2 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,238672.311,7491.75,,84045.0588,,,,83715.21,74614.68,27378.016,1471.4702,,913.165,17730.3823,305.4947,15400,,,,12600,,,,,,,,,,100,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,205,,,48,147,,101,,,,,,0,353,20,59,2.47,,,,,,,,,,,,,0,4.01,9.9,1.54,7.76,2.66,0.9,3.35,0.59,3.83,0.83,2.4,0.34,2.24,0.34,0.93,0.18,,,,,,,,,,,0.68,0.15,0.51281,,,,,,,,,,,,,,,,,,,,,,,,231611
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / CLAN LAKE SUITE,CLAN LAKE,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-CL-4 [8924],RHYOLITE [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,342910.316,1917.888,,71184.2595,,,,9949.44,29517.11,4040.368,464.6748,,34036.15,890.2284,523.7052,10200,,,,6800,,,,,,,,,,,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,16,,,2,10,,73,,,,,,89,85,20,192,7.55,,,,,,,,,,,,,287,28.38,51.87,5.72,19.86,3.78,1.04,3.35,0.49,2.98,0.57,1.66,0.25,1.54,0.26,5.08,0.74,,,,,,,,,,,8.7,2.12,0.51128,,,,,,,,,,,,,,,,,,,,,,,,231612
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / CLAN LAKE SUITE,CLAN LAKE,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-CL-5 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,290043.4175,4135.446,,87432.2652,,,,51068.61,34305.6,12724.144,1084.2412,,23327.215,13056.6832,698.2736,12200,,,,4800,,,,,,,,,,,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,73,,,17,80,,82,,,,,,70,82,20,169,7.03,,,,,,,,,,,,,165,16.14,31.89,3.84,14.51,3.19,0.93,3.18,0.5,3.16,0.65,1.95,0.28,1.87,0.3,4.42,0.58,,,,,,,,,,,5.11,1.2,0.51155,,,,,,,,,,,,,,,,,,,,,,,,231613
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / CLAN LAKE SUITE,CLAN LAKE,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-CL-6 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,348566.2795,1798.02,,69014.3304,,,,11737.23,17581.62,7357.088,309.7832,,23576.26,10979.4836,523.7052,13200,,,,1800,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,13,,,1,8,,56,,,,,,64,96,17,183,5.88,,,,,,,,,,,,,363,25.54,44.62,5.04,17.37,3.28,1.07,2.93,0.41,2.47,0.46,1.34,0.18,1.24,0.19,4.93,0.65,,,,,,,,,,,8.25,2.03,0.51128,,,,,,,,,,,,,,,,,,,,,,,,231614
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / GIANT SECTION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GS-18 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98,2.23,,,,,,,,,,,,,,,,,,,,,,,,0.51127,,,,,,,,,,,,,,,,,,,,,,,,231704
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 1 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,228108.28,11687.13,,69331.881,,46160.4,79284.6,,64323,31900.816,1858.6992,,1328.24,12611.569,785.5578,32000,,,,1000,,,,,,,,,,1200,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,380,110,,,48,56,6,120,,,,,,0,73,40,120,6,,,,,,,,,,,,,67,7.4,19,,5.5,5.2,1.6,6.6,,7.8,,,,4,,3,,,,,,,,,,3,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,241851
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 2 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,231380.325,8810.298,,77270.646,,21681.4,86280.3,,59248.63,36001.488,1858.6992,,2407.435,17062.711,654.6315,31000,,,,0,,,,,,,,,,1100,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,250,130,,,44,82,82,95,,,,,,10,163,36,107,5,,,,,,,,,,,,,133,5.8,15,,13.4,4.3,1.4,5.7,,6.6,,,,3.7,,3,,,,,,,,,,8,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,241852
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 3 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,216422.405,5334.126,,78858.399,,20982,61406.7,,82547.85,46494.384,1394.0244,,1328.24,9644.141,305.4947,37000,,,,22000,,,,,,,,,,400,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,230,260,,,47,140,130,75,,,,,,0,135,18,46,2,,,,,,,,,,,,,73,2.6,7,,6.48,2.19,0.7,2.9,,3.4,,,,1.9,,1,,,,,,,,,,7,,0.2,,0.512918,,,,,,,,,,,,,,,,,,,,,,,,241853
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 4 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,226238.54,6412.938,,77270.646,,23779.6,74620.8,,66967.39,43418.88,1548.916,,2241.405,14837.14,392.7789,33000,,,,2000,,,,,,,,,,1300,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,270,170,,,48,110,120,100,,,,,,0,90,24,66,,,,,,,,,,,,,,71,4.7,12,,9.2,2.6,0.9,3.8,,4.4,,,,2.4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,241854
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 5 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,225771.105,5753.664,,80446.152,,16086.2,73066.2,,76044.08,46554.688,1548.916,,2573.465,11869.712,305.4947,28000,,,,3000,,,,,,,,,,600,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,260,300,,,49,140,150,92,,,,,,0,87,20,48,,,,,,,,,,,,,,83,3.2,8,,6.1,2.4,0.7,3.2,,4.1,,,,2.1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,241855
