Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONTWOYTO PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D350B-87 [5839],"GRANITE, BIOTITE-MUSCOVITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,346369.335,719.208,,77799.897,,,,8861.22,6360.83,2110.64,232.3374,,34285.195,32270.7795,523.7052,,,,,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,29,19,,,,,238,118,7,93,11.3,,,,,,,,,,,,,547,26.3,49.9,5.04,16.6,2.98,0.43,2.66,0.24,1.05,0.16,0.36,0.06,0.33,0.06,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,179905
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / CONTWOYTO PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s R037-89 [5839],"GRANITE, BIOTITE-MUSCOVITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,354315.73,0,,74624.391,,,,2642.82,7075.53,723.648,77.4458,,36111.525,31751.4796,174.5684,,,,,,,,,,,,,,,,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,6.8,13.3,1.47,5.34,1.3,0.3,1.08,0.13,0.72,0.13,0.37,0.04,0.28,0.04,,,,,,,,,,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,179906
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YAMBA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D078A-88 [5839],"GRANITE, BIOTITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,347304.205,1198.68,,73565.889,,,,10726.74,8576.4,1809.12,77.4458,,44413.025,24778.0238,174.5684,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,10,0,,,,0,,8,18,,,,,186,85,23,143,10.4,,,,,,,,,,,,,680,54.6,103,10.55,35.9,6.04,0.46,4.48,0.76,4.25,0.82,2.11,0.27,1.73,0.25,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,179907
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YAMBA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D117-87 [5839],"GRANITE, BIOTITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,340760.115,1678.152,,72295.6866,,,,19510.23,8361.99,3075.504,154.8916,,50224.075,20475.2532,349.1368,,,,,,,,,,,,,,,,7900,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,27,0,,,,0,,26,18,,,,,198,101,23,302,12.2,,,,,,,,,,,,,909,119,215,22.9,78,11.5,0.62,7.1,0.87,4.33,0.74,1.67,0.22,1.4,0.2,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,179908
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YAMBA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D135-88 [5839],"GRANITE, BIOTITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,347304.205,1438.416,,73036.638,,,,13058.64,8147.58,2170.944,154.8916,,42586.695,24407.0953,87.2842,,,,,,,,,,,,,,,,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,16,0,,,,0,,16,17,,,,,185,80,18,176,14.1,,,,,,,,,,,,,688,67,129,13.13,44.1,7.3,0.54,5.54,0.84,4.23,0.72,1.63,0.18,1.23,0.18,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,179909
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YAMBA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D153-89 [5839],"GRANITE, BIOTITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,340292.68,1438.416,,78329.148,,,,11892.69,5646.13,3256.416,154.8916,,46571.415,25890.8093,654.6315,,,,,,,,,,,,,,,,8700,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,9,0,,,,0,,48,23,,,,,252,136,2,137,10.7,,,,,,,,,,,,,596,32.4,77,9.8,37.1,8,0.54,4.67,0.44,1.53,0.21,0.5,0.06,0.26,0.05,,,,,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,179910
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YAMBA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D078A-88R051E-88 [5839],"GRANITE, BIOTITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,327671.935,2217.558,,83092.407,,,,18810.66,15508.99,4884.624,232.3374,,33704.09,31454.7368,698.2736,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,43,3,,,,0,,45,19,,,,,85,342,5,246,2.9,,,,,,,,,,,,,871,67,140,15.76,55.7,8,1.17,4.09,0.31,1.08,0.15,0.34,0.05,0.26,0.06,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,179911
[5839],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YAMBA PLUTONIC SUITE,CONTWOYTO-NOSE LAKE REGION,65,66,-110,-110.5,SUBAERIAL,,,s D056-89 [5839],"GRANITE, BIOTITE [5839]",2580000000 [5839],2600000000 [5839],,ARCHEAN [5839],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [5839] ,342162.42,958.944,,78329.148,,,,8006.19,4788.49,2110.64,77.4458,,51386.285,26039.1807,480.0631,,,,,,,,,,,,,,,,5700,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,13,6,,,,0,,22,18,,,,,125,100,6,119,2.4,,,,,,,,,,,,,476,28.7,63,7.53,28.2,5.18,0.5,3.12,0.31,1.47,0.23,0.59,0.07,0.41,0.06,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,179912
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 1 [7237],THOLEIITE [7237],,,,ARCHEAN [7237],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7237] ,246805.68,8690.43,,72242.7615,,,,104391.39,54031.32,32805.376,1471.4702,,4067.735,25371.5094,392.7789,,,,,,,,,,,,,,,,22100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,75,,,,49,,,,,,,,,131,38,117,6,,,,,,,,,,,,,264,2.1,5.2,0.9,4.2,1.6,0.67,2.4,,2.5,,1.6,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185687
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 2 [7237],THOLEIITE [7237],,,,ARCHEAN [7237],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7237] ,240729.025,3715.908,,68485.0794,,,,96307.47,73971.45,59158.224,1703.8076,,3486.63,2225.571,130.9263,,,,,,,,,,,,,,,,30100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,1637,,,,341,,,,,,,,,142,19,42,3,,,,,,,,,,,,,145,7.7,18.6,2.4,12.4,3.9,1.03,4.3,,4.6,,2.6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185688
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 3 [7237],DACITE [7237],,,,ARCHEAN [7237],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [7237] ,304767.62,3116.568,,97329.2589,,,,21375.75,18510.73,7055.568,464.6748,,34866.3,35164.0218,392.7789,,,,,,,,,,,,,,,,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,586,8,165,2,,,,,,,,,,,,,1013,22,47,4.8,21.5,6,0.56,5.7,,4.5,,2.5,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185689
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 4 [7237],GRANODIORITE [7237],,,,ARCHEAN [7237],,,,,PLUTONIC ROCK,,,FRESH,,WHOLE_ROCK [7237] ,348239.075,719.208,,79387.65,,,,8938.95,5074.37,4884.624,154.8916,,19259.48,38650.7497,87.2842,,,,,,,,,,,,,,,,11400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,213,8,81,4,,,,,,,,,,,,,737,8.4,20.4,2.3,6.7,1.4,0.66,1.8,,1.2,,0.7,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185690
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 5 [7237],GRANODIORITE [7237],,,,ARCHEAN [7237],,,,,PLUTONIC ROCK,,,EXTENSIVELY ALTERED,,WHOLE_ROCK [7237] ,369741.085,299.67,,67267.8021,,,,4430.61,5288.78,3075.504,154.8916,,11456.07,35683.3217,130.9263,,,,,,,,,,,,,,,,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,157,1,49,,,,,,,,,,,,,,410,6.6,16.1,1.5,5,1.1,0.55,1.3,,0.7,,0.4,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185691
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 6 [7237],REGOLITH [7237],,,,ARCHEAN [7237],,,,,SEDIMENTARY ROCK,,,EXTENSIVELY ALTERED,,WHOLE_ROCK [7237] ,371143.39,599.34,,62663.3184,,,,4119.69,428.82,2653.376,77.4458,,37273.735,22552.4528,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,9,48,133,24,,,,,,,,,,,,,176,4.4,12.7,1,4.4,2,0.4,2.3,,3.5,,2.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185692
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 7 [7237],GNEISS [7237],,,,ARCHEAN [7237],,,,,METAMORPHIC ROCK,,,FRESH,,WHOLE_ROCK [7237] ,359924.95,479.472,,71978.136,,,,12980.91,8576.4,5186.144,232.3374,,5395.975,39318.421,218.2105,,,,,,,,,,,,,,,,11300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,3,,,,,,,,,266,14,181,3,,,,,,,,,,,,,252,52.9,108.3,7.3,33.3,5.9,1.46,6.2,,3,,1.6,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185693
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 8 [7237],GNEISS [7237],,,,ARCHEAN [7237],,,,,METAMORPHIC ROCK,,,FRESH,,WHOLE_ROCK [7237] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,16,,,,31,,,,,,,,,148,27,178,10,,,,,,,,,,,,,433,25.3,56.5,4.1,20.3,4.3,1.3,4.5,,3.3,,1.7,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185694
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 9 [7237],AMPHIBOLITE [7237],,,,ARCHEAN [7237],,,,,METAMORPHIC ROCK,,,FRESH,,WHOLE_ROCK [7237] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,240,,,,123,,,,,,,,,89,24,46,3,,,,,,,,,,,,,59,3.5,9.2,1.2,6.1,2.2,1.1,2.9,,3.1,,2,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185695
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 10 [7237],GNEISS [7237],,,,ARCHEAN [7237],,,,,METAMORPHIC ROCK,,,FRESH,,WHOLE_ROCK [7237] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,6,,,,,,,,,319,11,147,8,,,,,,,,,,,,,561,21,37.6,2.4,12.2,2.6,0.81,2.5,,1.7,,0.7,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185696
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 11 [7237],GNEISS [7237],,,,ARCHEAN [7237],,,,,METAMORPHIC ROCK,,,FRESH,,WHOLE_ROCK [7237] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,26,,,,37,,,,,,,,,128,31,165,11,,,,,,,,,,,,,686,23.5,52.1,4.6,22.7,4.7,1.6,5.2,,3.7,,2.2,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185697
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT / ITCHEN FORMATION,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 12 [7237],TURBIDITE [7237],,,,ARCHEAN [7237],,,,,SEDIMENTARY ROCK,,,,,WHOLE_ROCK [7237] ,339357.81,2697.03,,75153.642,,,,32180.22,9076.69,14774.48,387.229,,13448.43,20178.5104,392.7789,,,,,,,,,,,,,,,,19800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,215,,,,,,,,,,,,,188,24,131,8,,,,,,,,,,,,,910,15,41.6,5.7,22.1,5,1.65,4,,5.8,,1.3,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185698
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT / KESKARRAH FORMATION,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 13 [7237],SANDSTONE [7237],,,,ARCHEAN [7237],,,,,SEDIMENTARY ROCK,,,,,WHOLE_ROCK [7237] ,371610.825,958.944,,56894.4825,,,,26117.28,9148.16,7115.872,387.229,,18346.315,8160.427,130.9263,,,,,,,,,,,,,,,,33500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,65,,,,25,,,,,,,,,144,19,103,5,,,,,,,,,,,,,737,27.2,53.6,4.7,20.1,3.7,1.13,3.5,,1.9,,0.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185699
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT / CONTOWOYTO FORMATION,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 14 [7237],TURBIDITE [7237],,,,ARCHEAN [7237],,,,,SEDIMENTARY ROCK,,,,,WHOLE_ROCK [7237] ,278123.825,4135.446,,113788.965,,,,51768.18,12936.07,24000.992,464.6748,,23825.305,15504.8113,436.421,,,,,,,,,,,,,,,,20800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,224,,,,102,,,,,,,,,398,24,122,6,,,,,,,,,,,,,1136,18,41.8,4.9,21,4.3,1.56,3.9,,2.2,,2,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185700
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT / KESKARRAH FORMATION,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 15 [7237],CONGLOMERATE [7237],,,,ARCHEAN [7237],,,,,SEDIMENTARY ROCK,,,,,WHOLE_ROCK [7237] ,294484.05,1498.35,,91825.0485,,,,70889.76,7933.17,13568.4,851.9038,,6309.14,39763.5352,349.1368,,,,,,,,,,,,,,,,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,179,,,,117,,,,,,,,,241,20,90,3,,,,,,,,,,,,,292,7.3,18,1.7,10.4,2.8,0.9,3.1,,2.8,,1.4,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185701
[7237],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / POINT LAKE GREENSTONE BELT / KESKARRAH FORMATION,POINT LAKE AREA,65.17,65.5,-113,-113.75,SUBAERIAL,,,s 16 [7237],CONGLOMERATE [7237],,,,ARCHEAN [7237],,,,,SEDIMENTARY ROCK,,,,,WHOLE_ROCK [7237] ,266437.95,4974.522,,86267.913,,,,56820.63,59248.63,28282.576,1394.0244,,15855.865,17952.9394,1091.0525,,,,,,,,,,,,,,,,84100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,88.1,8.1,36.2,5.9,2.13,4.9,,2.2,,0.7,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185702
[8673],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / ACASTA GNEISS COMPLEX,,65,65,-115.5,-115.5,SUBAERIAL,,,s SM/AC18 [8673],"GNEISS, BIOTITE-PLAGIOCLASE-GARNET [8673]",,,,ARCHEAN [8673],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8673] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5104468,,,,,,,,,,,,,,,,,,,,,,,,230808
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP,VEE LAKE,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-14 [8924],"PORPHYRY, QUARTZ-FELDSPAR [8924]",2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VEIN,,,,,WHOLE_ROCK [8924] ,336927.148,1438.416,,74889.0165,,,,19199.31,6646.71,4402.192,309.7832,,18263.3,34867.279,305.4947,11700,,,,5300,,,,,,,,,,0,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,,,3,5,,31,,,,,,40,130,14,178,7.56,,,,,,,,,,,,,605,23.88,44.25,4.77,15.86,2.82,0.75,2.43,0.32,1.86,0.34,0.96,0.14,0.85,0.13,4.7,0.9,,,,,,,,,,,11.49,3.19,0.51107,,,,,,,,,,,,,,,,,,,,,,,,231563
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / #9 DIKE,FINGER LAKE,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-23 [8924],"PORPHYRY, QUARTZ-FELDSPAR [8924]",2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VEIN,,,,,WHOLE_ROCK [8924] ,332159.311,1498.35,,72824.9376,,,,17955.63,16795.45,3316.72,232.3374,,17350.135,29451.7229,305.4947,10600,,,,10400,,,,,,,,,,300,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,17,9,,,5,6,5,26,,,,,,65,171,14,160,8,,,,,,,,,,,,,669,37.39,67.88,7.14,15.55,2.85,0.95,3.06,0.43,2.17,0.41,1.17,0.18,1.22,0.19,4.6,1.11,,,,,,,,,,,16.46,5.17,0.51104,,,,,,,,,,,,,,,,,,,,,,,,231564
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-15 [8924],PORPHYRY [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VEIN,,,,,WHOLE_ROCK [8924] ,291585.953,3176.502,,91242.8724,,,,26428.2,25586.26,12422.624,542.1206,,9214.665,43769.563,698.2736,19200,,,,11800,,,,,,,,,,100,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,25,,,11,24,,51,,,,,,29,191,13,156,5.9,,,,,,,,,,,,,454,33.68,63.82,7.48,26.3,4.32,1.17,2.97,0.37,2.15,0.38,1.11,0.15,0.97,0.15,3.15,0.52,,,,,,,,,,,10.36,1.66,0.51091,,,,,,,,,,,,,,,,,,,,,,,,231565
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-16 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,215394.048,6233.136,,78117.4476,,,,89467.23,74972.03,42936.448,1471.4702,,498.09,2373.9424,392.7789,44500,,,,29500,,,,,,,,,,100,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,273,,,36,107,,101,,,,,,0,170,19,63,2.98,,,,,,,,,,,,,0,4.78,11.45,1.7,8.22,2.55,0.89,3.2,0.57,3.73,0.81,2.37,0.35,2.3,0.34,1.53,0.21,,,,,,,,,,,0.68,0.16,0.51252,,,,,,,,,,,,,,,,,,,,,,,,231566
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-17 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,249563.5465,8330.826,,87961.5162,,,,75709.02,48385.19,24965.856,1858.6992,,830.15,23220.1241,523.7052,35900,,,,7100,,,,,,,,,,100,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,238,,,51,116,,84,,,,,,0,145,27,79,3.74,,,,,,,,,,,,,0,4.69,12.28,1.93,11.14,3.58,1.08,4,0.72,4.69,1.04,2.94,0.41,2.52,0.36,1.06,0.25,,,,,,,,,,,0.44,0.12,0.51271,,,,,,,,,,,,,,,,,,,,,,,,231567
